Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through,predicted_tier,recommended_discount,discount_reason,revenue_eur,discounted_revenue_eur,sell_through_pct
W\00019,Slate Heritage Shoes,FS24,130.99,Shoes,42,56,526,Slate,Women,Snow White,25,numeric,0.904,fast_mover,0,Restock — no discount needed,68900.74,51675.555,90.4
WN-00023,Patch Print Shorts,FS24,59.99,Shorts,XL,124,208,Patch,Women,Navy,40,alpha,0.627,fast_mover,0,Restock — no discount needed,12477.92,7486.752,62.7
S-00077,Geographic Stretch T-Shirt,SS25,36.99,T-Shirt,XS,123,46,Geographic,Men,Grey Melange,0,alpha,0.272,dead_stock,30,Clear before season end — 30% discount,1701.5400000000002,1701.5400000000002,27.2
WM-00032,Box Logo Heritage Shirt,FS24,131.99,Shirt,S,24,568,Box Logo,Women,Pale Mint,50,alpha,0.959,fast_mover,0,Restock — no discount needed,74970.32,37485.16,95.9
L-00054,Morgex Half-Zip Sweatshirt,FS24,112.99,Sweatshirt,XL,151,341,Morgex,Men,Orange Tangerine,50,alpha,0.693,fast_mover,0,Restock — no discount needed,38529.59,19264.795,69.3
W\00020,Box Logo Stripe Shoes,FS24,182.99,Shoes,42,182,282,Box Logo,Women,Snow White,20,numeric,0.608,fast_mover,0,Restock — no discount needed,51603.18,41282.54400000001,60.8
WL-00063,Tribe Sweatshirt,FS24,136.99,Sweatshirt,XL,175,249,Tribe,Women,Navy,50,alpha,0.587,fast_mover,0,Restock — no discount needed,34110.51,17055.255,58.7
L-00056,Morgex Logo Sweatshirt,FS24,153.99,Sweatshirt,XXL,8,59,Morgex,Men,Bright Red,20,alpha,0.881,fast_mover,0,Restock — no discount needed,9085.41,7268.328,88.1
WS-00062,Rainforest Quilted T-Shirt,FS24,92.99,T-Shirt,L,127,163,Rainforest,Women,Blue Marine,20,alpha,0.562,fast_mover,0,Restock — no discount needed,15157.369999999999,12125.895999999999,56.2
N-00033,Iconic Graphic Shorts,FS24,76.99,Shorts,XL,22,505,Iconic,Men,Olive,25,alpha,0.958,fast_mover,0,Restock — no discount needed,38879.95,29159.962499999998,95.8
WV-00013,Box Logo Half-Zip Swimwear,SS25,54.99,Swimwear,M,87,12,Box Logo,Women,Bright Red,0,alpha,0.121,dead_stock,50,Urgent clearance — 50% discount,659.88,659.88,12.1
L-00057,Patch Stripe Sweatshirt,SS25,140.99,Sweatshirt,M,374,30,Patch,Men,Grey Melange,0,alpha,0.074,dead_stock,50,Urgent clearance — 50% discount,4229.700000000001,4229.700000000001,7.4
P-00058,Morgex Stripe Pants,SS25,99.99,Pants,S,140,14,Morgex,Men,Bright White,0,alpha,0.091,average,20,Moderate push — 20% discount,1399.86,1399.86,9.1
N-00034,Box Logo Print Shorts,SS25,91.99,Shorts,XS,72,28,Box Logo,Men,Beige Sand,0,alpha,0.28,dead_stock,30,Clear before season end — 30% discount,2575.72,2575.72,28.0
W\00021,Slate Shoes,SS25,101.99,Shoes,42,164,86,Slate,Women,Pale Mint,0,numeric,0.344,dead_stock,30,Clear before season end — 30% discount,8771.14,8771.14,34.4
S-00080,Box Logo Graphic T-Shirt,SS25,94.99,T-Shirt,XXL,306,90,Box Logo,Men,Green Lichen,0,alpha,0.227,dead_stock,30,Clear before season end — 30% discount,8549.1,8549.1,22.7
\00029,Trail Half-Zip Shoes,SS25,193.99,Shoes,40,37,17,Trail,Men,Stone Grey,0,numeric,0.315,average,20,Moderate push — 20% discount,3297.83,3297.83,31.5
P-00059,Geographic Logo Pants,SS25,101.99,Pants,XXL,292,264,Geographic,Men,Petit Four,0,alpha,0.475,average,10,Light stimulus — 10% discount,26925.359999999997,26925.359999999997,47.5
L-00058,Geographic Stripe Sweatshirt,SS25,139.99,Sweatshirt,S,400,74,Geographic,Men,Yellow Sunshine,0,alpha,0.156,average,20,Moderate push — 20% discount,10359.26,10359.26,15.6
WPS-00026,Patch Stretch Polo,FS24,95.99,Polo,S,72,263,Patch,Women,Blue Marine,10,alpha,0.785,fast_mover,0,Restock — no discount needed,25245.37,22720.833,78.5
WS-00063,Iconic Quilted T-Shirt,FS24,53.99,T-Shirt,XXL,175,319,Iconic,Women,Caviar,20,alpha,0.646,fast_mover,0,Restock — no discount needed,17222.81,13778.248000000003,64.6
WL-00064,Rainforest Stripe Sweatshirt,SS25,112.99,Sweatshirt,XS,271,179,Rainforest,Women,Stone Grey,0,alpha,0.398,dead_stock,30,Clear before season end — 30% discount,20225.21,20225.21,39.8
V-00013,Wave Stretch Swimwear,FS24,69.99,Swimwear,XXL,90,437,Wave,Men,Bright Red,30,alpha,0.829,fast_mover,0,Restock — no discount needed,30585.629999999997,21409.941,82.9
SocksMorgex-0001,Morgex Socks,FS24,51.99,Accessories,L,77,100,Morgex,Men,Bright White,10,alpha,0.565,fast_mover,0,Restock — no discount needed,5199.0,4679.1,56.5
N-00035,Rainforest Half-Zip Shorts,SS25,73.99,Shorts,S,327,47,Rainforest,Men,Pale Mint,0,alpha,0.126,dead_stock,50,Urgent clearance — 50% discount,3477.5299999999997,3477.5299999999997,12.6
WP-00032,Iconic Quilted Pants,FS24,126.99,Pants,S,134,415,Iconic,Women,Pale Mint,30,alpha,0.756,fast_mover,0,Restock — no discount needed,52700.85,36890.594999999994,75.6
M-00039,Rainforest Shirt,FS24,148.99,Shirt,S,149,291,Rainforest,Men,Pale Mint,20,alpha,0.661,fast_mover,0,Restock — no discount needed,43356.090000000004,34684.872,66.1
WL-00066,Patch Sweatshirt,FS24,99.99,Sweatshirt,XL,126,289,Patch,Women,Navy,10,alpha,0.696,fast_mover,0,Restock — no discount needed,28897.109999999997,26007.399,69.6
WN-00024,Patch Stretch Shorts,SS25,71.99,Shorts,L,357,104,Patch,Women,Caviar,0,alpha,0.226,dead_stock,30,Clear before season end — 30% discount,7486.959999999999,7486.959999999999,22.6
WP-00033,Morgex Graphic Pants,SS25,97.99,Pants,XXL,123,34,Morgex,Women,Bright Red,0,alpha,0.217,dead_stock,30,Clear before season end — 30% discount,3331.66,3331.66,21.7
WS-00064,Rainforest T-Shirt,FS24,51.99,T-Shirt,L,106,414,Rainforest,Women,Pale Mint,25,alpha,0.796,fast_mover,0,Restock — no discount needed,21523.86,16142.895,79.6
L-00059,Patch Heritage Sweatshirt,FS24,119.99,Sweatshirt,L,11,106,Patch,Men,Grey Melange,20,alpha,0.906,fast_mover,0,Restock — no discount needed,12718.939999999999,10175.152,90.6
PS-00034,Rainforest Quilted Polo,SS25,68.99,Polo,M,243,106,Rainforest,Men,Snow White,0,alpha,0.304,dead_stock,30,Clear before season end — 30% discount,7312.94,7312.94,30.4
PS-00035,Patch Heritage Polo,FS24,96.99,Polo,XL,224,376,Patch,Men,Beige Sand,20,alpha,0.627,fast_mover,0,Restock — no discount needed,36468.24,29174.592,62.7
L-00060,Circular Stretch Sweatshirt,SS25,119.99,Sweatshirt,XL,449,64,Circular,Men,Bright Red,0,alpha,0.125,dead_stock,50,Urgent clearance — 50% discount,7679.36,7679.36,12.5
WPS-00028,Tribe Logo Polo,SS25,73.99,Polo,XS,56,12,Tribe,Women,Caviar,0,alpha,0.176,dead_stock,30,Clear before season end — 30% discount,887.8799999999999,887.8799999999999,17.6
V-00014,Box Logo Swimwear,FS24,56.99,Swimwear,XS,125,194,Box Logo,Men,Snow White,25,alpha,0.608,fast_mover,0,Restock — no discount needed,11056.06,8292.045,60.8
PS-00036,Geographic Polo,SS25,95.99,Polo,XXL,50,46,Geographic,Men,Burgundy,0,alpha,0.479,average,10,Light stimulus — 10% discount,4415.54,4415.54,47.9
WM-00033,Box Logo Print Shirt,FS24,124.99,Shirt,XS,119,354,Box Logo,Women,Orange Tangerine,25,alpha,0.748,fast_mover,0,Restock — no discount needed,44246.46,33184.844999999994,74.8
WPS-00029,Geographic Quilted Polo,FS24,65.99,Polo,M,7,68,Geographic,Women,Free Blue,25,alpha,0.907,fast_mover,0,Restock — no discount needed,4487.32,3365.4899999999993,90.7
P-00060,Tribe Quilted Pants,FS24,135.99,Pants,XXL,37,127,Tribe,Men,Khaki,20,alpha,0.774,fast_mover,0,Restock — no discount needed,17270.73,13816.584000000003,77.4
P-00061,Circular Stripe Pants,FS24,149.99,Pants,L,57,323,Circular,Men,White Whisper,30,alpha,0.85,fast_mover,0,Restock — no discount needed,48446.770000000004,33912.739,85.0
\00030,Trail Half-Zip Shoes,SS25,142.99,Shoes,42,349,251,Trail,Men,Khaki,0,numeric,0.418,average,10,Light stimulus — 10% discount,35890.490000000005,35890.490000000005,41.8
WL-00069,Box Logo Quilted Sweatshirt,SS25,150.99,Sweatshirt,XXL,170,9,Box Logo,Women,Burgundy,0,alpha,0.05,average,20,Moderate push — 20% discount,1358.91,1358.91,5.0
WS-00065,Iconic Quilted T-Shirt,SS25,67.99,T-Shirt,S,91,82,Iconic,Women,Blue Marine,0,alpha,0.474,dead_stock,30,Clear before season end — 30% discount,5575.179999999999,5575.179999999999,47.4
WS-00066,Geographic T-Shirt,FS24,48.99,T-Shirt,XL,4,59,Geographic,Women,Caviar,40,alpha,0.937,fast_mover,0,Restock — no discount needed,2890.4100000000003,1734.2459999999999,93.7
WL-00070,Tribe Sweatshirt,FS24,142.99,Sweatshirt,L,43,438,Tribe,Women,Beige Sand,20,alpha,0.911,fast_mover,0,Restock — no discount needed,62629.62,50103.696,91.1
P-00064,Morgex Stripe Pants,SS25,112.99,Pants,L,177,12,Morgex,Men,Pale Mint,0,alpha,0.063,dead_stock,50,Urgent clearance — 50% discount,1355.8799999999999,1355.8799999999999,6.3
WSocksRainforest-0001,Rainforest Socks,FS24,101.99,Accessories,M,15,161,Rainforest,Women,Forest Green,25,alpha,0.915,fast_mover,0,Restock — no discount needed,16420.39,12315.2925,91.5
WCapTribe-0001,Tribe Cap,FS24,51.99,Accessories,One Size,30,107,Tribe,Women,Caviar,30,alpha,0.781,fast_mover,0,Restock — no discount needed,5562.93,3894.051,78.1
S-00084,Rainforest Print T-Shirt,SS25,50.99,T-Shirt,XS,343,87,Rainforest,Men,Free Blue,0,alpha,0.202,dead_stock,30,Clear before season end — 30% discount,4436.13,4436.13,20.2
WM-00034,Box Logo Print Shirt,SS25,105.99,Shirt,M,264,280,Box Logo,Women,Bright Red,0,alpha,0.515,dead_stock,30,Clear before season end — 30% discount,29677.199999999997,29677.199999999997,51.5
W\00022,Slate Shoes,FS24,129.99,Shoes,36,41,129,Slate,Women,Stone Grey,15,numeric,0.759,fast_mover,0,Restock — no discount needed,16768.710000000003,14253.4035,75.9
WM-00035,Rainforest Logo Shirt,FS24,90.99,Shirt,S,99,128,Rainforest,Women,Bright White,10,alpha,0.564,fast_mover,0,Restock — no discount needed,11646.72,10482.047999999999,56.4
PS-00037,Circular Print Polo,FS24,109.99,Polo,M,138,398,Circular,Men,Blue Marine,10,alpha,0.743,fast_mover,0,Restock — no discount needed,43776.02,39398.418,74.3
S-00085,Geographic T-Shirt,FS24,45.99,T-Shirt,M,59,501,Geographic,Men,Blue Marine,10,alpha,0.895,fast_mover,0,Restock — no discount needed,23040.99,20736.891000000003,89.5
PS-00038,Iconic Quilted Polo,SS25,107.99,Polo,M,123,41,Iconic,Men,Old Rose,0,alpha,0.25,dead_stock,30,Clear before season end — 30% discount,4427.59,4427.59,25.0
N-00037,Geographic Stretch Shorts,SS25,67.99,Shorts,XXL,55,41,Geographic,Men,Beige Sand,0,alpha,0.427,dead_stock,30,Clear before season end — 30% discount,2787.5899999999997,2787.5899999999997,42.7
L-00063,Iconic Sweatshirt,FS24,105.99,Sweatshirt,L,97,156,Iconic,Men,Caviar,15,alpha,0.617,fast_mover,0,Restock — no discount needed,16534.44,14054.274,61.7
WN-00025,Geographic Quilted Shorts,FS24,68.99,Shorts,L,52,122,Geographic,Women,Blue Marine,20,alpha,0.701,fast_mover,0,Restock — no discount needed,8416.779999999999,6733.424,70.1
WM-00036,Geographic Heritage Shirt,FS24,127.99,Shirt,XL,48,221,Geographic,Women,Snow White,10,alpha,0.822,fast_mover,0,Restock — no discount needed,28285.789999999997,25457.211,82.2
WPS-00031,Circular Polo,SS25,68.99,Polo,XL,506,59,Circular,Women,Navy,0,alpha,0.104,dead_stock,50,Urgent clearance — 50% discount,4070.41,4070.41,10.4
PS-00039,Geographic Graphic Polo,SS25,102.99,Polo,XS,108,40,Geographic,Men,Beige Sand,0,alpha,0.27,dead_stock,30,Clear before season end — 30% discount,4119.599999999999,4119.599999999999,27.0
P-00066,Tribe Stripe Pants,FS24,149.99,Pants,S,25,37,Tribe,Men,Green Lichen,30,alpha,0.597,fast_mover,0,Restock — no discount needed,5549.63,3884.741,59.7
\00031,Box Logo Logo Shoes,FS24,163.99,Shoes,43,80,166,Box Logo,Men,Orange Tangerine,10,numeric,0.675,fast_mover,0,Restock — no discount needed,27222.34,24500.106,67.5
WV-00014,Wave Stripe Swimwear,SS25,71.99,Swimwear,XXL,318,229,Wave,Women,Black Beauty,0,alpha,0.419,dead_stock,30,Clear before season end — 30% discount,16485.71,16485.71,41.9
WS-00070,Patch Quilted T-Shirt,SS25,91.99,T-Shirt,M,236,231,Patch,Women,Petit Four,0,alpha,0.495,dead_stock,30,Clear before season end — 30% discount,21249.69,21249.69,49.5
S-00086,Patch Logo T-Shirt,FS24,80.99,T-Shirt,M,159,361,Patch,Men,Yellow Sunshine,10,alpha,0.694,fast_mover,0,Restock — no discount needed,29237.39,26313.650999999998,69.4
WPS-00032,Patch Stripe Polo,FS24,109.99,Polo,M,47,419,Patch,Women,Olive,15,alpha,0.899,fast_mover,0,Restock — no discount needed,46085.81,39172.9385,89.9
P-00067,Rainforest Quilted Pants,SS25,100.99,Pants,M,473,61,Rainforest,Men,Grey Melange,0,alpha,0.114,dead_stock,50,Urgent clearance — 50% discount,6160.389999999999,6160.389999999999,11.4
S-00087,Iconic T-Shirt,FS24,69.99,T-Shirt,S,17,41,Iconic,Men,Snow White,20,alpha,0.707,fast_mover,0,Restock — no discount needed,2869.5899999999997,2295.672,70.7
PS-00040,Geographic Stripe Polo,SS25,85.99,Polo,XS,100,56,Geographic,Men,Stone Grey,0,alpha,0.359,average,20,Moderate push — 20% discount,4815.44,4815.44,35.9
WS-00071,Morgex T-Shirt,FS24,51.99,T-Shirt,XL,111,456,Morgex,Women,Old Rose,30,alpha,0.804,fast_mover,0,Restock — no discount needed,23707.440000000002,16595.208,80.4
WS-00072,Rainforest Half-Zip T-Shirt,SS25,84.99,T-Shirt,XS,78,66,Rainforest,Women,Yellow Sunshine,0,alpha,0.458,dead_stock,30,Clear before season end — 30% discount,5609.339999999999,5609.339999999999,45.8
WS-00073,Iconic Heritage T-Shirt,FS24,79.99,T-Shirt,M,134,424,Iconic,Women,Beige Sand,15,alpha,0.76,fast_mover,0,Restock — no discount needed,33915.759999999995,28828.395999999993,76.0
W\00023,Slate Logo Shoes,SS25,197.99,Shoes,36,227,262,Slate,Women,Old Rose,0,numeric,0.536,average,10,Light stimulus — 10% discount,51873.380000000005,51873.380000000005,53.6
WN-00026,Rainforest Stretch Shorts,FS24,66.99,Shorts,XS,139,325,Rainforest,Women,Old Rose,20,alpha,0.7,fast_mover,0,Restock — no discount needed,21771.75,17417.399999999998,70.0
L-00065,Box Logo Sweatshirt,SS25,160.99,Sweatshirt,XS,98,28,Box Logo,Men,Yellow Sunshine,0,alpha,0.222,average,20,Moderate push — 20% discount,4507.72,4507.72,22.2
M-00040,Circular Half-Zip Shirt,FS24,103.99,Shirt,XXL,4,95,Circular,Men,White Whisper,30,alpha,0.96,fast_mover,0,Restock — no discount needed,9879.05,6915.334999999999,96.0
WS-00074,Geographic Half-Zip T-Shirt,FS24,73.99,T-Shirt,XL,77,415,Geographic,Women,Caviar,25,alpha,0.843,fast_mover,0,Restock — no discount needed,30705.85,23029.387499999997,84.3
\00032,Box Logo Stripe Shoes,FS24,131.99,Shoes,44,39,130,Box Logo,Men,Beige Sand,10,numeric,0.769,fast_mover,0,Restock — no discount needed,17158.7,15442.830000000002,76.9
WL-00071,Morgex Sweatshirt,FS24,96.99,Sweatshirt,S,119,473,Morgex,Women,Stone Grey,30,alpha,0.799,fast_mover,0,Restock — no discount needed,45876.27,32113.388999999992,79.9
PS-00041,Circular Stretch Polo,SS25,67.99,Polo,XXL,194,111,Circular,Men,Stone Grey,0,alpha,0.364,dead_stock,30,Clear before season end — 30% discount,7546.889999999999,7546.889999999999,36.4
WL-00072,Patch Sweatshirt,SS25,152.99,Sweatshirt,M,113,77,Patch,Women,Stone Grey,0,alpha,0.405,dead_stock,30,Clear before season end — 30% discount,11780.230000000001,11780.230000000001,40.5
WV-00015,Sun-Lover Heritage Swimwear,SS25,57.99,Swimwear,L,91,28,Sun-Lover,Women,Snow White,0,alpha,0.235,dead_stock,30,Clear before season end — 30% discount,1623.72,1623.72,23.5
L-00066,Circular Stripe Sweatshirt,FS24,156.99,Sweatshirt,L,80,126,Circular,Men,Khaki,25,alpha,0.612,fast_mover,0,Restock — no discount needed,19780.74,14835.555,61.2
S-00089,Iconic Graphic T-Shirt,FS24,70.99,T-Shirt,M,19,62,Iconic,Men,Olive,10,alpha,0.765,fast_mover,0,Restock — no discount needed,4401.38,3961.2419999999997,76.5
WS-00075,Patch Half-Zip T-Shirt,FS24,43.99,T-Shirt,S,202,269,Patch,Women,Navy,20,alpha,0.571,fast_mover,0,Restock — no discount needed,11833.310000000001,9466.648,57.1
\00033,Trail Shoes,FS24,133.99,Shoes,44,23,62,Trail,Men,Grey Melange,10,numeric,0.729,fast_mover,0,Restock — no discount needed,8307.380000000001,7476.642000000001,72.9
N-00038,Geographic Half-Zip Shorts,SS25,91.99,Shorts,XL,347,112,Geographic,Men,Old Rose,0,alpha,0.244,dead_stock,30,Clear before season end — 30% discount,10302.88,10302.88,24.4
W\00024,Cresta Shoes,FS24,100.99,Shoes,41,14,51,Cresta,Women,Pale Mint,30,numeric,0.785,fast_mover,0,Restock — no discount needed,5150.49,3605.343,78.5
N-00039,Iconic Print Shorts,SS25,88.99,Shorts,S,44,50,Iconic,Men,Burgundy,0,alpha,0.532,dead_stock,30,Clear before season end — 30% discount,4449.5,4449.5,53.2
V-00017,Sun-Lover Swimwear,FS24,75.99,Swimwear,XS,103,285,Sun-Lover,Men,Petit Four,20,alpha,0.735,fast_mover,0,Restock — no discount needed,21657.149999999998,17325.72,73.5
M-00041,Patch Graphic Shirt,FS24,105.99,Shirt,XS,70,117,Patch,Men,Caviar,10,alpha,0.626,fast_mover,0,Restock — no discount needed,12400.83,11160.747,62.6
WN-00027,Circular Stretch Shorts,SS25,88.99,Shorts,XS,211,14,Circular,Women,Pale Mint,0,alpha,0.062,dead_stock,50,Urgent clearance — 50% discount,1245.86,1245.86,6.2
WS-00076,Patch T-Shirt,FS24,58.99,T-Shirt,M,34,59,Patch,Women,Bright White,40,alpha,0.634,fast_mover,0,Restock — no discount needed,3480.4100000000003,2088.246,63.4
N-00040,Rainforest Stretch Shorts,FS24,52.99,Shorts,M,112,403,Rainforest,Men,Stone Grey,40,alpha,0.783,fast_mover,0,Restock — no discount needed,21354.97,12812.982,78.3
WS-00077,Tribe T-Shirt,FS24,77.99,T-Shirt,XL,38,254,Tribe,Women,Black Beauty,25,alpha,0.87,fast_mover,0,Restock — no discount needed,19809.46,14857.094999999998,87.0
WP-00036,Circular Logo Pants,SS25,153.99,Pants,XXL,141,44,Circular,Women,Yellow Sunshine,0,alpha,0.238,dead_stock,30,Clear before season end — 30% discount,6775.56,6775.56,23.8
S-00090,Patch Graphic T-Shirt,FS24,62.99,T-Shirt,XXL,50,241,Patch,Men,Pale Mint,25,alpha,0.828,fast_mover,0,Restock — no discount needed,15180.59,11385.4425,82.8
WM-00039,Patch Half-Zip Shirt,SS25,84.99,Shirt,XXL,500,27,Patch,Women,Black Beauty,0,alpha,0.051,dead_stock,50,Urgent clearance — 50% discount,2294.73,2294.73,5.1
V-00018,Box Logo Stretch Swimwear,FS24,82.99,Swimwear,L,164,272,Box Logo,Men,Blue Marine,50,alpha,0.624,fast_mover,0,Restock — no discount needed,22573.28,11286.64,62.4
N-00041,Box Logo Shorts,FS24,77.99,Shorts,S,37,229,Box Logo,Men,Blue Marine,20,alpha,0.861,fast_mover,0,Restock — no discount needed,17859.71,14287.767999999998,86.1
N-00042,Patch Graphic Shorts,SS25,89.99,Shorts,XL,222,44,Patch,Men,Beige Sand,0,alpha,0.165,dead_stock,30,Clear before season end — 30% discount,3959.56,3959.56,16.5
WL-00074,Morgex Quilted Sweatshirt,SS25,119.99,Sweatshirt,XS,398,47,Morgex,Women,Orange Tangerine,0,alpha,0.106,dead_stock,50,Urgent clearance — 50% discount,5639.53,5639.53,10.6
PS-00042,Geographic Quilted Polo,SS25,100.99,Polo,XXL,201,18,Geographic,Men,Petit Four,0,alpha,0.082,dead_stock,50,Urgent clearance — 50% discount,1817.82,1817.82,8.2
S-00091,Morgex Quilted T-Shirt,FS24,75.99,T-Shirt,L,8,85,Morgex,Men,Pale Mint,10,alpha,0.914,fast_mover,0,Restock — no discount needed,6459.15,5813.235,91.4
M-00042,Circular Heritage Shirt,SS25,143.99,Shirt,XXL,283,127,Circular,Men,Khaki,0,alpha,0.31,dead_stock,30,Clear before season end — 30% discount,18286.73,18286.73,31.0
WP-00037,Rainforest Graphic Pants,SS25,131.99,Pants,XL,263,30,Rainforest,Women,Snow White,0,alpha,0.102,dead_stock,50,Urgent clearance — 50% discount,3959.7000000000003,3959.7000000000003,10.2
WPS-00033,Box Logo Half-Zip Polo,SS25,102.99,Polo,XS,278,211,Box Logo,Women,Old Rose,0,alpha,0.431,dead_stock,30,Clear before season end — 30% discount,21730.89,21730.89,43.1
WV-00016,Box Logo Print Swimwear,FS24,47.99,Swimwear,XXL,30,63,Box Logo,Women,Burgundy,10,alpha,0.677,fast_mover,0,Restock — no discount needed,3023.3700000000003,2721.0330000000004,67.7
WP-00038,Box Logo Pants,FS24,102.99,Pants,XS,22,87,Box Logo,Women,Yellow Sunshine,25,alpha,0.798,fast_mover,0,Restock — no discount needed,8960.13,6720.097499999999,79.8
WN-00028,Morgex Graphic Shorts,FS24,71.99,Shorts,XXL,74,520,Morgex,Women,Bright Red,20,alpha,0.875,fast_mover,0,Restock — no discount needed,37434.799999999996,29947.84,87.5
WS-00081,Patch Quilted T-Shirt,FS24,71.99,T-Shirt,XL,80,108,Patch,Women,Navy,50,alpha,0.574,fast_mover,0,Restock — no discount needed,7774.919999999999,3887.4599999999996,57.4
L-00069,Box Logo Sweatshirt,FS24,119.99,Sweatshirt,S,144,245,Box Logo,Men,Snow White,15,alpha,0.63,fast_mover,0,Restock — no discount needed,29397.55,24987.917499999996,63.0
L-00070,Rainforest Half-Zip Sweatshirt,FS24,136.99,Sweatshirt,XL,95,251,Rainforest,Men,Olive,30,alpha,0.725,fast_mover,0,Restock — no discount needed,34384.490000000005,24069.143,72.5
S-00093,Box Logo Logo T-Shirt,SS25,74.99,T-Shirt,XS,197,78,Box Logo,Men,Orange Tangerine,0,alpha,0.284,dead_stock,30,Clear before season end — 30% discount,5849.219999999999,5849.219999999999,28.4
S-00094,Patch T-Shirt,SS25,45.99,T-Shirt,L,388,23,Patch,Men,Caviar,0,alpha,0.056,dead_stock,50,Urgent clearance — 50% discount,1057.77,1057.77,5.6
WPS-00034,Morgex Logo Polo,FS24,75.99,Polo,S,23,39,Morgex,Women,Grey Melange,30,alpha,0.629,fast_mover,0,Restock — no discount needed,2963.6099999999997,2074.5269999999996,62.9
WPS-00035,Geographic Graphic Polo,SS25,77.99,Polo,M,421,86,Geographic,Women,Caviar,0,alpha,0.17,average,20,Moderate push — 20% discount,6707.139999999999,6707.139999999999,17.0
WPS-00036,Tribe Heritage Polo,FS24,101.99,Polo,XL,37,217,Tribe,Women,White Whisper,30,alpha,0.854,fast_mover,0,Restock — no discount needed,22131.829999999998,15492.280999999997,85.4
N-00043,Iconic Stretch Shorts,FS24,81.99,Shorts,XXL,128,422,Iconic,Men,Grey Melange,30,alpha,0.767,fast_mover,0,Restock — no discount needed,34599.78,24219.845999999998,76.7
S-00095,Rainforest Half-Zip T-Shirt,FS24,74.99,T-Shirt,L,28,49,Rainforest,Men,Orange Tangerine,15,alpha,0.636,fast_mover,0,Restock — no discount needed,3674.5099999999998,3123.3334999999997,63.6
M-00044,Geographic Half-Zip Shirt,FS24,113.99,Shirt,M,21,61,Geographic,Men,Green Lichen,20,alpha,0.744,fast_mover,0,Restock — no discount needed,6953.389999999999,5562.712,74.4
WP-00039,Rainforest Graphic Pants,FS24,129.99,Pants,L,189,242,Rainforest,Women,Snow White,20,alpha,0.561,fast_mover,0,Restock — no discount needed,31457.58,25166.064000000006,56.1
WL-00075,Iconic Print Sweatshirt,SS25,158.99,Sweatshirt,M,376,223,Iconic,Women,Free Blue,0,alpha,0.372,dead_stock,30,Clear before season end — 30% discount,35454.770000000004,35454.770000000004,37.2
N-00044,Iconic Print Shorts,SS25,51.99,Shorts,M,192,53,Iconic,Men,Blue Marine,0,alpha,0.216,dead_stock,30,Clear before season end — 30% discount,2755.4700000000003,2755.4700000000003,21.6
WPS-00037,Circular Print Polo,SS25,105.99,Polo,L,99,93,Circular,Women,Caviar,0,alpha,0.484,dead_stock,30,Clear before season end — 30% discount,9857.07,9857.07,48.4
PS-00043,Tribe Print Polo,SS25,101.99,Polo,XL,306,213,Tribe,Men,Orange Tangerine,0,alpha,0.41,dead_stock,30,Clear before season end — 30% discount,21723.87,21723.87,41.0
L-00071,Patch Logo Sweatshirt,FS24,147.99,Sweatshirt,XXL,128,361,Patch,Men,Beige Sand,30,alpha,0.738,fast_mover,0,Restock — no discount needed,53424.39000000001,37397.073000000004,73.8
WL-00076,Geographic Stretch Sweatshirt,SS25,139.99,Sweatshirt,L,200,70,Geographic,Women,Navy,0,alpha,0.259,dead_stock,30,Clear before season end — 30% discount,9799.300000000001,9799.300000000001,25.9
WP-00041,Morgex Pants,SS25,93.99,Pants,XL,91,106,Morgex,Women,Old Rose,0,alpha,0.538,average,10,Light stimulus — 10% discount,9962.939999999999,9962.939999999999,53.8
S-00096,Geographic Print T-Shirt,FS24,42.99,T-Shirt,XS,117,351,Geographic,Men,Old Rose,20,alpha,0.75,fast_mover,0,Restock — no discount needed,15089.490000000002,12071.592,75.0
S-00097,Tribe Quilted T-Shirt,SS25,61.99,T-Shirt,M,458,68,Tribe,Men,Bright White,0,alpha,0.129,dead_stock,50,Urgent clearance — 50% discount,4215.32,4215.32,12.9
WP-00043,Patch Pants,FS24,94.99,Pants,XL,60,274,Patch,Women,Bright Red,20,alpha,0.82,fast_mover,0,Restock — no discount needed,26027.26,20821.808,82.0
W\00025,Slate Shoes,SS25,120.99,Shoes,39,348,134,Slate,Women,Caviar,0,numeric,0.278,average,20,Moderate push — 20% discount,16212.66,16212.66,27.8
W\00026,Cresta Shoes,SS25,202.99,Shoes,37,163,157,Cresta,Women,Caviar,0,numeric,0.491,average,10,Light stimulus — 10% discount,31869.43,31869.43,49.1
L-00072,Iconic Stretch Sweatshirt,FS24,109.99,Sweatshirt,XL,16,102,Iconic,Men,Beige Sand,20,alpha,0.864,fast_mover,0,Restock — no discount needed,11218.98,8975.184000000001,86.4
L-00073,Circular Print Sweatshirt,SS25,120.99,Sweatshirt,M,61,24,Circular,Men,Yellow Sunshine,0,alpha,0.282,average,20,Moderate push — 20% discount,2903.7599999999998,2903.7599999999998,28.2
WP-00044,Rainforest Heritage Pants,FS24,120.99,Pants,XL,46,137,Rainforest,Women,Orange Tangerine,10,alpha,0.749,fast_mover,0,Restock — no discount needed,16575.63,14918.067,74.9
WPS-00038,Box Logo Polo,SS25,82.99,Polo,S,340,247,Box Logo,Women,Olive,0,alpha,0.421,dead_stock,30,Clear before season end — 30% discount,20498.53,20498.53,42.1
